# accession	asmId	taxId	vgpClade	Scientific_name	UCSC_common_name	NCBI_taxon_string
GCA_048544195.1	GCA_048544195.1_ASM4854419v1	238744	fish	Menidia_menidia	Atlantic silverside (fMenMen1 hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Atheriniformes;Atherinopsidae;Menidiinae;Menidia;
GCA_048544215.1	GCA_048544215.1_fCoiMys1.hap1	286537	fish	Coilia_mystus	Osbeck's grenadier anchovy (Shantou hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Clupei;Clupeiformes;Clupeoidei;Engraulidae;Coilinae;Coilia;
GCA_048565335.1	GCA_048565335.1_aManAur1.hap2	43514	vertebrate	Mantella_aurantiaca	golden mantella (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Ranoidea;Mantellidae;Mantellinae;Mantella;madagascariensisgroup;
GCA_048569135.1	GCA_048569135.1_fDirArg3.hap2	88682	fish	Diretmus_argenteus	silver spinyfin (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Berycimorphaceae;Trachichthyiformes;Diretmidae;Diretmus;
GCA_048569465.1	GCA_048569465.1_aAnoBae1.hap2	238106	vertebrate	Anomaloglossus_baeobatrachus	frog A.baeobatrachus (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Hyloidea;Aromobatidae;Anomaloglossinae;Anomaloglossus;
GCA_048593245.1	GCA_048593245.1_ASM4859324v1	9281	mammals	Dasyurus_maculatus	spotted-tailed quoll (Chaos hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Dasyuromorphia;Dasyuridae;Dasyurus;
GCA_048593295.1	GCA_048593295.1_ASM4859329v1	9301	mammals	Sminthopsis_crassicaudata	fat-tailed dunnart (SCR6 hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Dasyuromorphia;Dasyuridae;Sminthopsis;
GCA_048593325.1	GCA_048593325.1_ASM4859332v1	9305	mammals	Sarcophilus_harrisii	Tasmanian devil (McLovin hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Dasyuromorphia;Dasyuridae;Sarcophilus;
GCA_048593335.1	GCA_048593335.1_ASM4859333v1	9315	mammals	Notamacropus_eugenii	tammar wallaby (Barry hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Diprotodontia;Macropodidae;Notamacropus;
GCA_048593345.1	GCA_048593345.1_ASM4859334v1	9315	mammals	Notamacropus_eugenii	tammar wallaby (Barry hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Diprotodontia;Macropodidae;Notamacropus;
GCA_048771865.1	GCA_048771865.1_mCteGun2.hap2	10166	mammals	Ctenodactylus_gundi	northern gundi (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Ctenodactylidae;Ctenodactylus;
GCA_048772025.1	GCA_048772025.1_bTaeGut7.pat	59729	birds	Taeniopygia_guttata	zebra finch (bTaeGut7 paternal hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Passeroidea;Estrildidae;Estrildinae;Taeniopygia;
GCA_048772825.1	GCA_048772825.1_mCalLat2.hap2	76772	mammals	Callospermophilus_lateralis	golden-mantled ground squirrel (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Sciuromorpha;Sciuridae;Xerinae;Marmotini;Callospermophilus;
GCA_049082045.1	GCA_049082045.1_fCriAus1.1_haplotype_2	879810	fish	Cristiceps_australis	crested weedfish (hap2 OG76 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Blennioidei;Clinidae;Cristiceps;
GCA_049190655.1	GCA_049190655.1_fLepSal2.hap2	89578	fish	Lepidogalaxias_salamandroides	salamanderfish (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Lepidogalaxii;Lepidogalaxiiformes;Lepidogalaxiidae;Lepidogalaxias;
GCA_049354655.1	GCA_049354655.1_calJac240_alt	9483	primates	Callithrix_jacchus	white-tufted-ear marmoset (240 alternate hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Platyrrhini;Cebidae;Callitrichinae;Callithrix;Callithrix;
GCA_900246225.5	GCA_900246225.5_fAstCal1.3	8154	fish	Astatotilapia_calliptera	eastern happy (v3 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Cichlomorphae;Cichliformes;Cichlidae;Africancichlids;Pseudocrenilabrinae;Haplochromini;Astatotilapia;
GCA_902713435.2	GCA_902713435.2_fAciRut3.2_paternal_haplotype	7906	fish	Acipenser_ruthenus	sterlet (v2 paternal hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Chondrostei;Acipenseriformes;Acipenseroidei;Acipenseridae;Acipenserinae;Acipenserini;Acipenser;
GCA_903684855.2	GCA_903684855.2_fDreTuH1.2	7955	fish	Danio_rerio	zebrafish (WGS:CAHPTB02 2020)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Danionidae;Danioninae;Danio;
GCA_903684865.1	GCA_903684865.1_fDreABH1.1	7955	fish	Danio_rerio	zebrafish (WGS:CAHPTA01 2020)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Danionidae;Danioninae;Danio;
GCA_922990625.1	GCA_922990625.1_mMelMel3.1_maternal_haplotype_uncurated	9662	mammals	Meles_meles	Eurasian badger (2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Musteloidea;Mustelidae;Melinae;Meles;
GCA_948146105.1	GCA_948146105.1_fSynAcu2.1	161584	fish	Syngnathus_acus	greater pipefish (v2 2023 genbank)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Syngnathoidei;Syngnathidae;Syngnathinae;Syngnathus;
GCA_963457625.1	GCA_963457625.1_fCycLum2.1	8103	fish	Cyclopterus_lumpus	lumpfish (primary hap v2.1 2023 genbank)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Cottales;Cyclopteridae;Cyclopterinae;Cyclopterus;
GCA_963693515.1	GCA_963693515.1_mPipNat.pri	59473	mammals	Pipistrellus_nathusii	Nathusius's pipistrelle (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Pipistrellus;
GCA_963921485.1	GCA_963921485.1_norwegian_landrace	9823	mammals	Sus_scrofa	pig (Norwegian landrace 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Suina;Suidae;Sus;
GCA_964059295.1	GCA_964059295.1_bNumArq3.hap2.1	31919	birds	Numenius_arquata	Eurasian curlew (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Charadriiformes;Scolopacidae;Numenius;
GCA_964106205.1	GCA_964106205.1_mNeoVis2.hap2.1	452646	mammals	Neogale_vison	American mink (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Musteloidea;Mustelidae;Mustelinae;Neogale;
GCA_964106635.2	GCA_964106635.2_rPodPit1.hap2.2	74359	vertebrate	Podarcis_pityusensis	lizards P.pityusensis (rPodPit1.hap2.2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964106785.1	GCA_964106785.1_rPodGai1.hap2.1	90521	vertebrate	Podarcis_gaigeae	Skyros wall lizard (rPodGai1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964106925.2	GCA_964106925.2_mVulVul1.hap2.2	9627	mammals	Vulpes_vulpes	red fox (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Canidae;Vulpes;
GCA_964145185.2	GCA_964145185.2_mMinSch1.hap2.2	9433	mammals	Miniopterus_schreibersii	Schreibers' long-fingered bat (v2 hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Miniopteridae;Miniopterus;
GCA_964148845.1	GCA_964148845.1_mMesBid2.hap2.1	48745	mammals	Mesoplodon_bidens	Sowerby's beaked whale (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Ziphiidae;Mesoplodon;
GCA_964187965.1	GCA_964187965.1_klBraLanc2.hap1.1	7740	invertebrate	Branchiostoma_lanceolatum	amphioxus (hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Cephalochordata;Leptocardii;Amphioxiformes;Branchiostomatidae;Branchiostoma;
GCA_964188325.1	GCA_964188325.1_rPodBoc1.hap2.1	90520	vertebrate	Podarcis_bocagei	lizards P.bocagei (rPodBoc1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964188335.1	GCA_964188335.1_bAnaPla2.hap2.1	8839	birds	Anas_platyrhynchos	mallard (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Anatinae;Anas;
GCA_964188365.1	GCA_964188365.1_rPodMur119.hap2.1	64176	vertebrate	Podarcis_muralis	common wall lizard (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964188375.1	GCA_964188375.1_bButBut1.hap2.1	30397	birds	Buteo_buteo	common buzzard (bButBut1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Accipitrimorphae;Accipitriformes;Accipitridae;Accipitrinae;Buteo;
GCA_964188395.1	GCA_964188395.1_rPodSic1.hap2.1	65484	vertebrate	Podarcis_siculus	Italian wall lizard (rPodSic1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964188415.1	GCA_964188415.1_fProPar1.1_alternate_haplotype	1091426	fish	Protomyctophum_parallelum	parallel lanternfish (alternate hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Myctophata;Myctophiformes;Myctophidae;Protomyctophum;
GCA_964194165.1	GCA_964194165.1_sCetMax3.hap2.1	57982	vertebrate	Cetorhinus_maximus	basking shark (sCetMax3.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Lamniformes;Alopiidae;Cetorhininae;Cetorhinus;
GCA_964194205.1	GCA_964194205.1_mTalEur1.hap2.1	9375	mammals	Talpa_europaea	European mole (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Eulipotyphla;Talpidae;Talpa;
GCA_964194215.1	GCA_964194215.1_mRhiHip2.hap2.1	77218	mammals	Rhinolophus_hipposideros	lesser horseshoe bat (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yinpterochiroptera;Rhinolophoidea;Rhinolophidae;Rhinolophinae;Rhinolophus;
GCA_964194405.1	GCA_964194405.1_rVipBer3.hap2.1	31155	vertebrate	Vipera_berus	adder (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Viperidae;Viperinae;Vipera;
GCA_964195625.1	GCA_964195625.1_mMyoMys1.hap2.1	109479	mammals	Myotis_mystacinus	whiskered bat (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Myotis;
GCA_964196065.2	GCA_964196065.2_bCalBor7.hap2.2	1323832	birds	Calonectris_borealis	Cory's shearwater (hap2.2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Aequornithes;Procellariiformes;Procellariidae;Calonectris;
GCA_964204955.1	GCA_964204955.1_kaStyClav1.hap2.1	7725	invertebrate	Styela_clava	tunicate S.clava (kaStyClav1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Tunicata;Ascidiacea;Stolidobranchia;Styelidae;Styela;
GCA_964205305.1	GCA_964205305.1_aBomVar4.maternal.1	8348	vertebrate	Bombina_variegata	yellow-bellied toad (maternal hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Bombinatoridae;Bombina;
GCA_964211785.1	GCA_964211785.1_bAnsAns1.hap2.1	8843	birds	Anser_anser	Domestic goose (bAnsAns1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Anserinae;Anser;
GCA_964211795.1	GCA_964211795.1_bAytFer1.hap2.1	219593	birds	Aythya_ferina	common pochard (bAytFer1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Aythyinae;Aythya;
GCA_964212025.2	GCA_964212025.2_mMyoNat1.hap2.2	109481	mammals	Myotis_nattereri	Natterer's bat (hap2.2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Myotis;
GCA_964214025.1	GCA_964214025.1_sMusAst1.hap2.1	112232	vertebrate	Mustelus_asterias	starry smooth-hound (sMusAst1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Mustelus;
GCA_964234825.1	GCA_964234825.1_rPodMel1.hap2.1	65482	vertebrate	Podarcis_melisellensis	lizards P.melisellensis (rPodMel1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964237395.1	GCA_964237395.1_bGalChl1.hap2.1	9123	birds	Gallinula_chloropus	common moorhen (bGalChl1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Gruiformes;Rallidae;Gallinula;
GCA_964251985.1	GCA_964251985.1_rPodErh1.hap2.1	140042	vertebrate	Podarcis_erhardii	lizards P.erhardii (rPodErh1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964263835.1	GCA_964263835.1_fCorLav1.hap2.1	59291	fish	Coregonus_lavaretus	common whitefish (fCorLav1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Coregoninae;Coregonus;
GCA_964264895.2	GCA_964264895.2_mNycLei1.hap2.2	59465	mammals	Nyctalus_leisleri	lesser noctule (v2 hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Nyctalus;
GCA_964270875.1	GCA_964270875.1_rPodFil1.hap2.1	65481	vertebrate	Podarcis_filfolensis	Filfola wall lizard (rPodFil1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964270935.1	GCA_964270935.1_mLagAcu1.hap2.1	3371109	mammals	Leucopleurus_acutus	Atlantic white-sided dolphin (mLagAcu1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Delphinidae;Leucopleurus;
GCA_964273585.1	GCA_964273585.1_bStrDea1.hap2.1	177147	birds	Streptopelia_decaocto	Eurasian collared-dove (bStrDea1.hap2.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Columbimorphae;Columbiformes;Columbidae;Streptopelia;
