# accession	asmId	taxId	vgpClade	Scientific_name	UCSC_common_name	NCBI_taxon_string
GCA_038021265.1	GCA_038021265.1_fCypVen1.hap1	28792	fish	Cyprinella_venusta	blacktail shiner (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Leuciscidae;Pogonichthyinae;Cyprinella;
GCA_038048865.1	GCA_038048865.1_aMixFle1.hap2	3061075	vertebrate	Mixophyes_fleayi	Fleay's barred frog (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Myobatrachoidea;Limnodynastidae;Mixophyes;
GCA_038363175.2	GCA_038363175.2_mArtLit1.hap2	27634	mammals	Artibeus_lituratus	great fruit-eating bat (mArtLit1hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Phyllostomidae;Stenodermatinae;Artibeus;
GCA_038363225.1	GCA_038363225.1_mArtInt1.hap2	51014	mammals	Artibeus_intermedius	bat A.intermedius (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Phyllostomidae;Stenodermatinae;Artibeus;
GCA_038501915.1	GCA_038501915.1_aXenPet1.maternal.cur	288555	vertebrate	Xenopus_petersii	Peter's clawed frog (aXenPet1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Pipoidea;Pipidae;Xenopodinae;Xenopus;Xenopus;
GCA_039656995.1	GCA_039656995.1_mGloMut1.hap2	2994998	mammals	Glossophaga_mutica	Merriam's long-tongued bat (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Phyllostomidae;Glossophaginae;Glossophaga;
GCA_039720425.1	GCA_039720425.1_bAmaOch1.hap2	151761	birds	Amazona_ochrocephala	yellow-crowned parrot (bAmaOch1hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Psittaciformes;Psittacidae;Amazona;
GCA_039877575.1	GCA_039877575.1_fChaTrf1.hap2	109706	fish	Chaetodon_trifascialis	chevron butterflyfish (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Chaetodontiformes;Chaetodontidae;Chaetodon;
GCA_039878515.1	GCA_039878515.1_bCotChi1.hap1	46218	birds	Excalfactoria_chinensis	bird E.chinensis (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Galliformes;Phasianidae;Excalfactoria;
GCA_039880925.1	GCA_039880925.1_mMolNig1.hap2	2997257	mammals	Molossus_nigricans	northern black mastiff bat (mMolNig1hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Molossidae;Molossus;
GCA_039906465.1	GCA_039906465.1_bAegAlb1.hap2	48277	birds	Aegotheles_albertisi	bird A.albertisi (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Strisores;Caprimulgiformes;Aegothelidae;Aegotheles;
GCA_039906525.1	GCA_039906525.1_mPseCra1.hap2	82174	mammals	Pseudorca_crassidens	false killer whale (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Delphinidae;Pseudorca;
GCA_040206675.1	GCA_040206675.1_aAscTru1.hap2	8439	vertebrate	Ascaphus_truei	tailed frog (A.truei hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Ascaphidae;Ascaphus;
GCA_040807015.1	GCA_040807015.1_bStrCam1.hap2	8801	birds	Struthio_camelus	African ostrich (bStrCam1hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Palaeognathae;Struthioniformes;Struthionidae;Struthio;
GCA_040894015.1	GCA_040894015.1_aEngPut4.paternal	76066	vertebrate	Engystomops_pustulosus	Tungara frog (aEngPut4 paternal hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Hyloidea;Leptodactylidae;Leiuperinae;Engystomops;
GCA_040954595.2	GCA_040954595.2_keBalMisa1.hap2	3154068	invertebrate	Saccoglossus_sp._HW-2024a	hemichordates Saccoglossus HW-2024a (v2 hap2 2025)	Bilateria;Deuterostomia;Hemichordata;Enteropneusta;Harrimaniidae;Saccoglossus;unclassifiedSaccoglossus;
GCA_040954845.1	GCA_040954845.1_fLepOcu1.hap1	7918	vertebrate	Lepisosteus_oculatus	spotted gar (fLepOcu1hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Holostei;Semionotiformes;Lepisosteidae;Lepisosteus;
GCA_040955645.1	GCA_040955645.1_LycPic1.final.hap1	9622	mammals	Lycaon_pictus	African hunting dog (LycPic1hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Canidae;Lycaon;
GCA_042242115.1	GCA_042242115.1_fArrGeo1.hap1	3352246	fish	Arripis_georgiana	Australian ruff (RE-2024a hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Pelagiaria;Scombriformes;Arripidae;Arripis;
GCA_042242125.1	GCA_042242125.1_fPemKlu1.hap2	3127111	fish	Pempheris_klunzingeri	rough bullseye (RE-2024b hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;
GCA_043161795.1	GCA_043161795.1_mMacNem.hap2	9545	primates	Macaca_nemestrina	pig-tailed macaque (mMacNem1hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Cercopithecoidea;Cercopithecidae;Cercopithecinae;Macaca;
GCA_043290065.1	GCA_043290065.1_mRhyPet1.hap2	320637	mammals	Rhynchocyon_petersi	black and rufous elephant shrew (mRhyPet1hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Afrotheria;Macroscelidea;Macroscelididae;Rhynchocyon;
GCA_043640875.1	GCA_043640875.1_fEnoArm2.hap2	215367	fish	Enoplosus_armatus	old wife E.armatus (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Centrarchiformes;Centrarchoidei;Enoplosidae;Enoplosus;
GCA_043727955.1	GCA_043727955.1_ASM4372795v1	175524	mammals	Hipposideros_larvatus	bat H.larvatus (China 20210929_DDb primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yinpterochiroptera;Rhinolophoidea;Hipposideridae;Hipposideros;Hipposideroslarvatussensulato;
GCA_044231645.1	GCA_044231645.1_SynOce1_v1.hap2	390378	fish	Neosynchiropus_ocellatus	ocellated dragonet (captive hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Callionymoidei;Callionymidae;Neosynchiropus;
GCA_044231685.1	GCA_044231685.1_ASM4423168v1	586865	fish	Synchiropus_picturatus	picturesque dragonet (SynPic1 hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Callionymoidei;Callionymidae;Synchiropus;
GCA_044704965.1	GCA_044704965.1_sPriJap1.hap2	55135	vertebrate	Pristiophorus_japonicus	Japanese sawshark (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Squalomorphii;Pristiophoriformes;Pristiophoridae;Pristiophorus;
GCA_045345505.1	GCA_045345505.1_bMorGui1_haplotype_1	252789	birds	Morphnus_guianensis	crested eagle (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Accipitrimorphae;Accipitriformes;Accipitridae;Accipitrinae;Morphnus;
GCA_045362485.1	GCA_045362485.1_fLetNeb1.hap2	182658	fish	Lethrinus_nebulosus	spangled emperor (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Lethrinidae;Lethrininae;Lethrinus;
GCA_045363885.1	GCA_045363885.1_fPriTyp1.hap2	264210	fish	Pristipomoides_typus	sharptooth jobfish (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Etelinae;Pristipomoides;
GCA_045364785.1	GCA_045364785.1_rPodExp1_haplotype_1	44507	vertebrate	Podocnemis_expansa	giant South American river turtle (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Pleurodira;Podocnemididae;Podocnemis;
GCA_045364805.1	GCA_045364805.1_bWilVid1_haplotype_2	1566151	birds	Willisornis_vidua	Xingu scale-backed antbird (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Thamnophilidae;Willisornis;
GCA_045519325.1	GCA_045519325.1_bGuaGua1_haplotype_2	51906	birds	Guaruba_guarouba	golden parakeet (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Psittaciformes;Psittacidae;Guaruba;
GCA_045781095.1	GCA_045781095.1_rPanTec1.hap1	260642	vertebrate	Pangshura_tecta	Indian roofed turtle (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Durocryptodira;Testudinoidea;Geoemydidae;Batagurinae;Pangshura;
GCA_045843765.1	GCA_045843765.1_mUroPar1.hap2	9999	mammals	Urocitellus_parryii	Arctic ground squirrel (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Sciuromorpha;Sciuridae;Xerinae;Marmotini;Urocitellus;
GCA_046126825.1	GCA_046126825.1_rDibSmi1.hap2	3379902	vertebrate	Dibamus_cf._smithi	lizards D.cf. smithi (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Dibamidae;Dibamus;
GCA_046129645.1	GCA_046129645.1_bCyaCrs1.hap2	28727	birds	Cyanocitta_cristata	blue jay (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Corvoidea;Corvidae;Cyanocitta;
GCA_046129705.1	GCA_046129705.1_bLonStr1.pat	40157	birds	Lonchura_striata	white-rumped munia (paternal hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Passeroidea;Estrildidae;Estrildinae;Lonchura;
GCA_046255725.1	GCA_046255725.1_fAmbSpe1.hap2	1195602	fish	Amblyopsis_spelaea	northern cavefish (hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Paracanthopterygii;Percopsaria;Percopsiformes;Aphredoderoidei;Amblyopsidae;Amblyopsis;
GCA_046562875.1	GCA_046562875.1_mPanOnc1_haplotype_2	9690	mammals	Panthera_onca	jaguar (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Feliformia;Felidae;Pantherinae;Panthera;
GCA_046562985.1	GCA_046562985.1_mTriInu1_haplotype_1	9777	mammals	Trichechus_inunguis	Amazon manatee (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Afrotheria;Sirenia;Trichechidae;Trichechus;
GCA_047511595.1	GCA_047511595.1_fPolLow2.hap2	143326	fish	Polymixia_lowei	beardfish (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Polymixiacea;Polymixiiformes;Polymixiidae;Polymixia;
GCA_047511605.1	GCA_047511605.1_mCasCan1.hap2	51338	mammals	Castor_canadensis	American beaver (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Castorimorpha;Castoridae;Castor;
GCA_047512175.1	GCA_047512175.1_mMarFla1.hap2	93162	mammals	Marmota_flaviventris	yellow-bellied marmot (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Sciuromorpha;Sciuridae;Xerinae;Marmotini;Marmota;
GCA_047715955.1	GCA_047715955.1_rBraPum1.hap2	179887	vertebrate	Bradypodion_pumilum	lizards B.pumilum (Western Cape Province hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Iguania;Acrodonta;Chamaeleonidae;Bradypodion;
GCA_047774235.1	GCA_047774235.1_bZonAlb1.hap2	44394	birds	Zonotrichia_albicollis	white-throated sparrow (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Passerellidae;Zonotrichia;
GCA_047922975.1	GCA_047922975.1_bEudEle1_v1.hap2	8805	birds	Eudromia_elegans	elegant crested-tinamou (YG026_01 alternate hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Palaeognathae;Tinamiformes;Tinamidae;Eudromia;
GCA_048127045.1	GCA_048127045.1_DamDam1_v1.pat	30532	mammals	Dama_dama	fallow deer (paternal hap SK-2024 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Cervidae;Cervinae;Dama;
GCA_048127205.1	GCA_048127205.1_SpiSpi1_v1.hap2	206126	fish	Spinachia_spinachia	sea stickleback (SK-2024b hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Gasterosteales;Gasterosteidae;Spinachia;
GCA_048128715.1	GCA_048128715.1_fSymNem1.1_haplotype_2	396798	fish	Symphorus_nematophorus	chinamanfish (OG11 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Paradicichthyinae;Symphorus;
GCA_048129025.1	GCA_048129025.1_fCaeTer1.1_haplotype_2	1311420	fish	Caesio_teres	yellow and blueback fusilier (OG672 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Caesioninae;Caesio;
GCA_048129065.1	GCA_048129065.1_fEpiMut1.hap2.cur.20240206	2930458	fish	Epinephelus_rankini	Rankin cod (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Serranoidei;Serranidae;Epinephelinae;Epinephelini;Epinephelus;
GCA_048129085.1	GCA_048129085.1_fCenGer3.hap2.cur.20231027	166262	fish	Centroberyx_gerrardi	bight redfish (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Berycimorphaceae;Beryciformes;Berycidae;Centroberyx;
GCA_048164845.1	GCA_048164845.1_mCanLup2.hap2	143281	mammals	Canis_lupus_baileyi	Mexican gray wolf (hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Canidae;Canis;Canislupus;
GCA_048301475.1	GCA_048301475.1_ASM4830147v1	150449	fish	Aulostomus_maculatus	trumpetfish (SK-2024c 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Syngnathiformesincertaesedis;Aulostomidae;Aulostomus;
GCA_048301605.1	GCA_048301605.1_SynTyp1_v1.hap2	161592	fish	Syngnathus_typhle	broad-nosed pipefish (SK-2024d hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Syngnathoidei;Syngnathidae;Syngnathinae;Syngnathus;
GCA_048537235.1	GCA_048537235.1_ASM4853723v1	3239838	fish	Polymixia_cf._hollisterae	Bermuda beardfish (OG660 hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Polymixiacea;Polymixiiformes;Polymixiidae;Polymixia;
