# accession	asmId	taxId	vgpClade	Scientific_name	UCSC_common_name	NCBI_taxon_string
GCA_964197995.1	GCA_964197995.1_fScaEry2.hap1.1	58319	fish	Scardinius_erythrophthalmus	rudd (fScaEry2.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Leuciscidae;Leuciscinae;Scardinius;
GCA_964198595.1	GCA_964198595.1_kcLamFluv1.1	7748	vertebrate	Lampetra_fluviatilis	European river lamprey (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Cyclostomata;Hyperoartia;Petromyzontiformes;Petromyzontidae;Lampetra;
GCA_964199755.1	GCA_964199755.1_bLarMic1.1	119627	birds	Larus_michahellis	yellow-legged gull (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Charadriiformes;Laridae;Larus;
GCA_964204655.1	GCA_964204655.1_aTriCri1.1	8323	vertebrate	Triturus_cristatus	warty newt (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Caudata;Salamandroidea;Salamandridae;Pleurodelinae;Triturus;
GCA_964204865.1	GCA_964204865.1_kaStyClav1.hap1.1	7725	invertebrate	Styela_clava	tunicate S.clava (kaStyClav1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Tunicata;Ascidiacea;Stolidobranchia;Styelidae;Styela;
GCA_964205295.1	GCA_964205295.1_aBomVar4.paternal.1	8348	vertebrate	Bombina_variegata	yellow-bellied toad (paternal hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Bombinatoridae;Bombina;
GCA_964211825.1	GCA_964211825.1_bAytFer1.hap1.1	219593	birds	Aythya_ferina	common pochard (bAytFer1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Aythyinae;Aythya;
GCA_964211835.1	GCA_964211835.1_bAnsAns1.hap1.1	8843	birds	Anser_anser	Domestic goose (bAnsAns1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Anserinae;Anser;
GCA_964212035.2	GCA_964212035.2_mMyoNat1.hap1.2	109481	mammals	Myotis_nattereri	Natterer's bat (hap1.2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Myotis;
GCA_964213995.1	GCA_964213995.1_sMusAst1.hap1.1	112232	vertebrate	Mustelus_asterias	starry smooth-hound (sMusAst1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Mustelus;
GCA_964234715.1	GCA_964234715.1_rPodMel1.hap1.1	65482	vertebrate	Podarcis_melisellensis	lizards P.melisellensis (rPodMel1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964237585.1	GCA_964237585.1_bGalChl1.hap1.1	9123	birds	Gallinula_chloropus	common moorhen (bGalChl1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Gruiformes;Rallidae;Gallinula;
GCA_964252035.1	GCA_964252035.1_rPodErh1.hap1.1	140042	vertebrate	Podarcis_erhardii	lizards P.erhardii (rPodErh1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964261635.1	GCA_964261635.1_aLisHel1.1	256425	vertebrate	Lissotriton_helveticus	palmate newt (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Caudata;Salamandroidea;Salamandridae;Pleurodelinae;Lissotriton;
GCA_964263255.1	GCA_964263255.1_aLisVul1.1	8324	vertebrate	Lissotriton_vulgaris	common newt (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Caudata;Salamandroidea;Salamandridae;Pleurodelinae;Lissotriton;
GCA_964263955.1	GCA_964263955.1_fCorLav1.hap1.1	59291	fish	Coregonus_lavaretus	common whitefish (fCorLav1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Coregoninae;Coregonus;
GCA_964264875.2	GCA_964264875.2_mNycLei1.hap1.2	59465	mammals	Nyctalus_leisleri	lesser noctule (v2 hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Nyctalus;
GCA_964266715.1	GCA_964266715.1_fMicKit1.1	106175	fish	Microstomus_kitt	lemon sole (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Pleuronectiformes;Pleuronectoidei;Pleuronectidae;Microstomus;
GCA_964270895.1	GCA_964270895.1_rPodFil1.hap1.1	65481	vertebrate	Podarcis_filfolensis	Filfola wall lizard (rPodFil1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_964270905.1	GCA_964270905.1_mLagAcu1.hap1.1	3371109	mammals	Leucopleurus_acutus	Atlantic white-sided dolphin (mLagAcu1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Delphinidae;Leucopleurus;
GCA_964271855.1	GCA_964271855.1_mAcoMin1	83528	mammals	Acomys_minous	Crete spiny mouse (2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Deomyinae;Acomys;
GCA_964273445.1	GCA_964273445.1_bStrDea1.hap1.1	177147	birds	Streptopelia_decaocto	Eurasian collared-dove (bStrDea1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Columbimorphae;Columbiformes;Columbidae;Streptopelia;
GCA_964273705.1	GCA_964273705.1_rNatHel1.hap1.1	2025560	vertebrate	Natrix_helvetica	snake N.helvetica (rNatHel1.hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Colubridae;Natricinae;Natrix;
GCA_964276395.1	GCA_964276395.1_fGasAcu3.hap1.1	69293	fish	Gasterosteus_aculeatus	three-spined stickleback (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Gasterosteales;Gasterosteidae;Gasterosteus;
GCA_964289735.1	GCA_964289735.1_bPhaAeh10.maternal.1	37045	birds	Phaethon_aethereus	red-billed tropicbird (maternal hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Phaethontimorphae;Phaethontiformes;Phaethontidae;Phaethon;
GCA_964339955.1	GCA_964339955.1_mPipHan1.1	412090	mammals	Pipistrellus_hanaki	Hanaki's dwarf bat (2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Pipistrellus;
GCA_964341445.1	GCA_964341445.1_mMesMir1.hap1.1	52113	mammals	Mesoplodon_mirus	True's beaked whale (hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Ziphiidae;Mesoplodon;
GCA_964374135.1	GCA_964374135.1_mGraGri1.hap1.1	83653	mammals	Grampus_griseus	Risso's dolphin (hap1.1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Delphinidae;Grampus;
GCA_964374335.1	GCA_964374335.1_fAstCal68.1	8154	fish	Astatotilapia_calliptera	eastern happy (primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Cichlomorphae;Cichliformes;Cichlidae;Africancichlids;Pseudocrenilabrinae;Haplochromini;Astatotilapia;
GCA_964417175.1	GCA_964417175.1_bLarArg3.hap1.1	35669	birds	Larus_argentatus	herring gull (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Charadriiformes;Laridae;Larus;
GCA_964638095.1	GCA_964638095.1_fPorCra3.hap1.1	88708	fish	Poromitra_crassiceps	crested bigscale (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Berycimorphaceae;Beryciformes;Melamphaidae;Poromitra;
GCA_964656225.1	GCA_964656225.1_mPipNat1.hap1.1	59473	mammals	Pipistrellus_nathusii	Nathusius's pipistrelle (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Pipistrellus;
GCA_964656455.1	GCA_964656455.1_mHalGry1.hap1.1	9711	mammals	Halichoerus_grypus	gray seal (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Pinnipedia;Phocidae;Halichoerus;
GCA_964662115.1	GCA_964662115.1_mMusNiv2.hap1.1	36239	mammals	Mustela_nivalis	least weasel (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Musteloidea;Mustelidae;Mustelinae;Mustela;
GCA_965112155.1	GCA_965112155.1_rPodLio1.hap1.1	662736	vertebrate	Podarcis_liolepis	Columbretes wall lizard (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_965113295.1	GCA_965113295.1_fLeuLeu2.hap1.1	58325	fish	Leuciscus_leuciscus	common dace (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Leuciscidae;Leuciscinae;Leuciscus;
GCA_965113315.1	GCA_965113315.1_rPodVau1.hap1.1	140051	vertebrate	Podarcis_vaucheri	lizards P.vaucheri (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_965115925.1	GCA_965115925.1_mMyoEma1.hap1.1	109480	mammals	Myotis_emarginatus	Geoffroy's bat (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Myotis;
GCA_965119305.1	GCA_965119305.1_aPelLes1.hap1.1	45623	vertebrate	Pelophylax_lessonae	pool frog (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Ranoidea;Ranidae;Pelophylax;
GCA_965140235.1	GCA_965140235.1_rCarCar1.hap1	8467	vertebrate	Caretta_caretta	loggerhead turtle (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Durocryptodira;Americhelydia;Chelonioidea;Cheloniidae;Caretta;
GCA_965140245.1	GCA_965140245.1_bAthNoc1.hap1.1	126797	birds	Athene_noctua	little owl (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Strigiformes;Strigidae;Athene;
GCA_965140285.1	GCA_965140285.1_rLepKem1.hap1	8472	vertebrate	Lepidochelys_kempii	Atlantic ridley (rLepKem1 hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Durocryptodira;Americhelydia;Chelonioidea;Cheloniidae;Lepidochelys;
GCA_965140295.1	GCA_965140295.1_rLepOli2.hap1	27788	vertebrate	Lepidochelys_olivacea	Pacific ridley (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Durocryptodira;Americhelydia;Chelonioidea;Cheloniidae;Lepidochelys;
GCA_965140915.1	GCA_965140915.1_bAytMar2.hap1.1	189534	birds	Aythya_marila	greater scaup (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Aythyinae;Aythya;
GCA_965151615.1	GCA_965151615.1_bCygCol1.1	110926	birds	Cygnus_columbianus	tundra swan (primary hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Anserinae;Cygnus;
GCA_965152235.1	GCA_965152235.1_rEreImb1.hap1	27787	vertebrate	Eretmochelys_imbricata	hawksbill sea turtle (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Durocryptodira;Americhelydia;Chelonioidea;Cheloniidae;Eretmochelys;
GCA_965152275.1	GCA_965152275.1_rNatDep2.hap1	27790	vertebrate	Natator_depressus	flatback sea turtle (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Durocryptodira;Americhelydia;Chelonioidea;Cheloniidae;Natator;
GCA_965153285.1	GCA_965153285.1_rPodTil1.hap1.1	65485	vertebrate	Podarcis_tiliguerta	Tyrrhenian wall lizard (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;
GCA_965178545.1	GCA_965178545.1_bColMon1.hap1.1	30423	birds	Coloeus_monedula	jackdaw (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Corvoidea;Corvidae;Coloeus;
GCA_965183815.1	GCA_965183815.1_bPlaLeu2.hap1.1	257867	birds	Platalea_leucorodia	Eurasian spoonbill (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Aequornithes;Pelecaniformes;Threskiornithidae;Platalea;
GCA_965194805.1	GCA_965194805.1_mBalBor1.hap1.1	9768	mammals	Balaenoptera_borealis	sei whale (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Mysticeti;Balaenopteridae;Balaenoptera;
GCA_965194825.1	GCA_965194825.1_mBalPhy2.hap1.1	9770	mammals	Balaenoptera_physalus	fin whale (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Mysticeti;Balaenopteridae;Balaenoptera;
GCA_965202585.1	GCA_965202585.1_ktThaDemo2.hap1.1	34761	invertebrate	Thalia_democratica	tunicate T.democratica (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Tunicata;Thaliacea;Salpida;Salpidae;Thalia;
GCA_965226115.1	GCA_965226115.1_fAulStu2.1	286572	fish	Aulonocara_stuartgranti	flavescent peacock cichlid (primary hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Cichlomorphae;Cichliformes;Cichlidae;Africancichlids;Pseudocrenilabrinae;Haplochromini;Aulonocara;
GCA_965226575.1	GCA_965226575.1_fPagPag1.hap1.1	8173	fish	Pagrus_pagrus	common seabream (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Sparidae;Pagrus;
GCA_965231255.1	GCA_965231255.1_bVanVan1.hap1.1	100859	birds	Vanellus_vanellus	northern lapwing (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Charadriiformes;Charadriidae;Vanellus;
GCA_965231275.1	GCA_965231275.1_bZosLat1.hap1.1	43581	birds	Zosterops_lateralis	silver-eye (hap1.1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Sylvioidea;Zosteropidae;Zosterops;
GCA_965231335.1	GCA_965231335.1_bBraCan1.1	8853	birds	Branta_canadensis	Canada goose (primary hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Anserinae;Branta;
GCF_003369695.1	GCF_003369695.1_UOA_Brahman_1	30522	mammals	Bos_indicus_x_Bos_taurus	hybrid cattle (Angus x Brahman F1 Brahman haplotype 2018)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Bovidae;Bovinae;Bos;
