# accession	asmId	taxId	vgpClade	Scientific_name	UCSC_common_name	NCBI_taxon_string
GCA_047830755.1	GCA_047830755.1_bZonAlb1.hap1	44394	birds	Zonotrichia_albicollis	white-throated sparrow (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Passerellidae;Zonotrichia;
GCA_047922985.1	GCA_047922985.1_bEudEle1_v1.hap1	8805	birds	Eudromia_elegans	elegant crested-tinamou (YG026_01 primary hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Palaeognathae;Tinamiformes;Tinamidae;Eudromia;
GCA_048126345.1	GCA_048126345.1_UniMelb_NotTyph_v1.0	37699	mammals	Notoryctes_typhlops	marsupial mole (Waite Creek area ABTC07570 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Notoryctemorphia;Notoryctidae;Notoryctes;
GCA_048126635.1	GCA_048126635.1_SpiSpi1_v1.hap1	206126	fish	Spinachia_spinachia	sea stickleback (SK-2024b hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Gasterosteales;Gasterosteidae;Spinachia;
GCA_048126745.1	GCA_048126745.1_DamDam1_v1.mat	30532	mammals	Dama_dama	fallow deer (maternal hap SK-2024 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Cervidae;Cervinae;Dama;
GCA_048128725.1	GCA_048128725.1_fSymNem1.1_haplotype_1	396798	fish	Symphorus_nematophorus	chinamanfish (OG11 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Paradicichthyinae;Symphorus;
GCA_048128805.1	GCA_048128805.1_fCenGer3.hap1.cur.20231027	166262	fish	Centroberyx_gerrardi	bight redfish (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Berycimorphaceae;Beryciformes;Berycidae;Centroberyx;
GCA_048129055.1	GCA_048129055.1_fCaeTer1.1_haplotype_1	1311420	fish	Caesio_teres	yellow and blueback fusilier (OG672 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Caesioninae;Caesio;
GCA_048129235.1	GCA_048129235.1_fEpiMut1.hap1.cur.20240206	2930458	fish	Epinephelus_rankini	Rankin cod (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Serranoidei;Serranidae;Epinephelinae;Epinephelini;Epinephelus;
GCA_048301445.1	GCA_048301445.1_SynTyp1_v1.hap1	161592	fish	Syngnathus_typhle	broad-nosed pipefish (SK-2024d hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Syngnathoidei;Syngnathidae;Syngnathinae;Syngnathus;
GCA_048301465.1	GCA_048301465.1_ASM4830146v1	150449	fish	Aulostomus_maculatus	trumpetfish (SK-2024c 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Syngnathiformesincertaesedis;Aulostomidae;Aulostomus;
GCA_048301585.1	GCA_048301585.1_ASM4830158v1	2590489	fish	Rhinogobio_nasutus	bony fish R.nasutus (DBWJ_T2T 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Gobionidae;Sarcocheilichthyinae;Rhinogobio;
GCA_048338725.1	GCA_048338725.1_T2T_pig1.0	9823	mammals	Sus_scrofa	pig (Wuzhishan WZS1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Suina;Suidae;Sus;
GCA_048537225.1	GCA_048537225.1_ASM4853722v1	3239838	fish	Polymixia_cf._hollisterae	Bermuda beardfish (OG660 hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Polymixiacea;Polymixiiformes;Polymixiidae;Polymixia;
GCA_048544225.1	GCA_048544225.1_fCoiMys1.hap2	286537	fish	Coilia_mystus	Osbeck's grenadier anchovy (Shantou hap2 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Clupei;Clupeiformes;Clupeoidei;Engraulidae;Coilinae;Coilia;
GCA_048565345.1	GCA_048565345.1_aManAur1.hap1	43514	vertebrate	Mantella_aurantiaca	golden mantella (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Ranoidea;Mantellidae;Mantellinae;Mantella;madagascariensisgroup;
GCA_048565385.1	GCA_048565385.1_mSaiBol1.pri	27679	primates	Saimiri_boliviensis	Bolivian squirrel monkey (mSaiBol1 primary hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Platyrrhini;Cebidae;Saimiriinae;Saimiri;
GCA_048569125.1	GCA_048569125.1_fDirArg3.hap1	88682	fish	Diretmus_argenteus	silver spinyfin (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Berycimorphaceae;Trachichthyiformes;Diretmidae;Diretmus;
GCA_048569485.1	GCA_048569485.1_aAnoBae1.hap1	238106	vertebrate	Anomaloglossus_baeobatrachus	frog A.baeobatrachus (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Hyloidea;Aromobatidae;Anomaloglossinae;Anomaloglossus;
GCA_048593225.1	GCA_048593225.1_ASM4859322v1	9305	mammals	Sarcophilus_harrisii	Tasmanian devil (McLovin hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Dasyuromorphia;Dasyuridae;Sarcophilus;
GCA_048593235.1	GCA_048593235.1_ASM4859323v1	9301	mammals	Sminthopsis_crassicaudata	fat-tailed dunnart (SCR6 hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Dasyuromorphia;Dasyuridae;Sminthopsis;
GCA_048593285.1	GCA_048593285.1_ASM4859328v1	9281	mammals	Dasyurus_maculatus	spotted-tailed quoll (Chaos hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Dasyuromorphia;Dasyuridae;Dasyurus;
GCA_048628825.1	GCA_048628825.1_ASM4862882v1	238744	fish	Menidia_menidia	Atlantic silverside (fMenMen1 hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Atheriniformes;Atherinopsidae;Menidiinae;Menidia;
GCA_048771875.1	GCA_048771875.1_mCteGun2.hap1	10166	mammals	Ctenodactylus_gundi	northern gundi (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Ctenodactylidae;Ctenodactylus;
GCA_048771995.1	GCA_048771995.1_bTaeGut7.mat	59729	birds	Taeniopygia_guttata	zebra finch (bTaeGut7 maternal hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Passeroidea;Estrildidae;Estrildinae;Taeniopygia;
GCA_048772815.1	GCA_048772815.1_mCalLat2.hap1	76772	mammals	Callospermophilus_lateralis	golden-mantled ground squirrel (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Sciuromorpha;Sciuridae;Xerinae;Marmotini;Callospermophilus;
GCA_048934315.1	GCA_048934315.1_UKy_Petmar_22M1.pri1.0	7757	vertebrate	Petromyzon_marinus	sea lamprey (Great Lakes invasive population PM22_M1 primary hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Cyclostomata;Hyperoartia;Petromyzontiformes;Petromyzontidae;Petromyzon;
GCA_049082185.1	GCA_049082185.1_fCriAus1.1_haplotype_1	879810	fish	Cristiceps_australis	crested weedfish (hap1 OG76 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Blennioidei;Clinidae;Cristiceps;
GCA_049190665.1	GCA_049190665.1_fLepSal2.hap1	89578	fish	Lepidogalaxias_salamandroides	salamanderfish (hap1 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Lepidogalaxii;Lepidogalaxiiformes;Lepidogalaxiidae;Lepidogalaxias;
GCA_049354715.1	GCA_049354715.1_calJac240_pri	9483	primates	Callithrix_jacchus	white-tufted-ear marmoset (240 primary hap 2025)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Platyrrhini;Cebidae;Callitrichinae;Callithrix;Callithrix;
GCA_901001165.2	GCA_901001165.2_fSalTru1.2	8032	fish	Salmo_trutta	river trout (v2 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;
GCA_901699155.2	GCA_901699155.2_bStrTur1.2	177155	birds	Streptopelia_turtur	European turtle dove (v1.2 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Columbimorphae;Columbiformes;Columbidae;Streptopelia;
GCA_901765095.2	GCA_901765095.2_aMicUni1.2	1415580	vertebrate	Microcaecilia_unicolor	tiny Cayenne caecilian (v2 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Gymnophiona;Siphonopidae;Microcaecilia;
GCA_902686455.2	GCA_902686455.2_mSciVul1.2	55149	mammals	Sciurus_vulgaris	Eurasian red squirrel (v1.2 2020)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Sciuromorpha;Sciuridae;Sciurinae;Sciurini;Sciurus;
GCA_903797595.2	GCA_903797595.2_bEriRub2.2	37610	birds	Erithacus_rubecula	European robin (primary hap 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Turdidae;Erithacus;
GCA_903992545.1	GCA_903992545.1_mPipPip1.1	59474	mammals	Pipistrellus_pipistrellus	common pipistrelle (2020)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Vespertilionidae;Pipistrellus;
GCA_905171665.2	GCA_905171665.2_fTraTra1.2	36212	fish	Trachurus_trachurus	Atlantic horse mackerel (primary hap 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Carangidae;Trachurus;
GCA_905319855.2	GCA_905319855.2_mCanLor1.2	9612	mammals	Canis_lupus	gray wolf (2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Canidae;Canis;
GCA_907165065.1	GCA_907165065.1_bCapEur3.1	111811	birds	Caprimulgus_europaeus	Eurasian nightjar (primary hap 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Strisores;Caprimulgiformes;Caprimulgidae;Caprimulginae;Caprimulgus;
GCA_910589615.1	GCA_910589615.1_fTauBub2.1	61643	fish	Taurulus_bubalis	longspined bullhead (.1 primary hap 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Cottales;Cottidae;Taurulus;
GCA_910591455.2	GCA_910591455.2_fPhoGun1.2	56726	fish	Pholis_gunnellus	rock gunnel (primary hap 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Zoarcales;Pholidae;Pholinae;Pholis;
GCA_918807975.1	GCA_918807975.1_kaAplTurb1.1	2771288	invertebrate	Aplidium_turbinatum	tunicate A.turbinatum (primary hap 2021)	Bilateria;Deuterostomia;Chordata;Tunicata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;
GCA_933228915.1	GCA_933228915.1_fTelBon1.1	446457	fish	Telmatherina_bonti	bonti-bonti (primary hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Atheriniformes;Telmatherinidae;Telmatherina;
GCA_936440315.1	GCA_936440315.1_fBarBab1.1	40830	fish	Barbus_barbus	barbel (primary hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Barbinae;Barbus;
GCA_944039275.1	GCA_944039275.1_fDanRer4.1	7955	fish	Danio_rerio	zebrafish (WGS:CALUEM01 primary hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Danionidae;Danioninae;Danio;
GCA_946808225.1	GCA_946808225.1_fSilAri3.1	933932	fish	Silurus_aristotelis	Aristotle's catfish (primary hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Siluriformes;Siluroidei;Siluridae;Silurus;
GCA_947034865.1	GCA_947034865.1_fBarBar1.1	135647	fish	Barbatula_barbatula	stone loach (primary hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cobitoidei;Nemacheilidae;Barbatula;
GCA_947247035.1	GCA_947247035.1_rVipUrs1.1	103942	vertebrate	Vipera_ursinii	meadow viper (primary hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Viperidae;Viperinae;Vipera;
GCA_947561715.1	GCA_947561715.1_kaAscMent1.1	38561	invertebrate	Ascidia_mentula	pink sea squirt (2022)	Bilateria;Deuterostomia;Chordata;Tunicata;Ascidiacea;Phlebobranchia;Ascidiidae;Ascidia;
GCA_947623445.1	GCA_947623445.1_kaClaLepa1.1	159417	invertebrate	Clavelina_lepadiformis	light-bulb sea squirt (2022)	Bilateria;Deuterostomia;Chordata;Tunicata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;
GCA_947650265.1	GCA_947650265.1_fSymMel2.1	171736	fish	Symphodus_melops	corkwing wrasse (primary hap 2022)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Symphodus;
GCA_949152265.1	GCA_949152265.1_fPhoPho1.1	58324	fish	Phoxinus_phoxinus	Eurasian minnow (primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Leuciscidae;Phoxininae;Phoxinus;
GCA_949316315.1	GCA_949316315.1_mMusMuc1.1	10090	mammals	Mus_musculus	house mouse (primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Murinae;Mus;Mus;
GCA_949319135.1	GCA_949319135.1_fSquCep2.1	8284	fish	Squalius_cephalus	European chub (primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Leuciscidae;Leuciscinae;Squalius;
GCA_949357685.1	GCA_949357685.1_fGobGob1.1	27704	fish	Gobio_gobio	gudgeon (primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Gobionidae;Gobioninae;Gobio;
GCA_949357725.1	GCA_949357725.1_fHypImm3.1	1484357	fish	Hyperoplus_immaculatus	greater sand-eel (primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Uranoscopiformes;Ammodytidae;Hyperoplus;
GCA_949606895.1	GCA_949606895.1_fNotRos5.1	101497	fish	Notothenia_rossii	marbled rockcod (primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Notothenioidei;Nototheniidae;Notothenia;
GCA_949628215.1	GCA_949628215.1_bGulAri2.1	126867	birds	Phalacrocorax_aristotelis	European shag (primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Aequornithes;Suliformes;Phalacrocoracidae;Phalacrocorax;
